contig	pos	pvalue	adjust
596	133729	1.699617455761e-18	2.06188241836918e-12
596	133769	1.699617455761e-18	2.06188241836918e-12
596	133963	1.699617455761e-18	2.06188241836918e-12
596	134499	1.699617455761e-18	2.06188241836918e-12
596	134772	1.699617455761e-18	2.06188241836918e-12
596	135267	1.699617455761e-18	2.06188241836918e-12
596	135355	1.699617455761e-18	2.06188241836918e-12
596	135379	1.699617455761e-18	2.06188241836918e-12
596	135625	1.699617455761e-18	2.06188241836918e-12
596	135709	1.699617455761e-18	2.06188241836918e-12
596	135742	1.9692152935618e-19	2.38894368730803e-13
596	135790	1.53833951065365e-13	1.86622888565192e-07
596	136380	1.12961068056882e-16	1.37038154907866e-10
596	136635	5.2510060147274e-20	6.37023169173647e-14
596	136807	1.699617455761e-18	2.06188241836918e-12
596	136871	1.699617455761e-18	2.06188241836918e-12
596	137354	1.699617455761e-18	2.06188241836918e-12
596	137392	1.699617455761e-18	2.06188241836918e-12
596	137683	1.699617455761e-18	2.06188241836918e-12
596	137810	1.699617455761e-18	2.06188241836918e-12
596	137916	1.699617455761e-18	2.06188241836918e-12
596	138486	6.75975230747263e-09	0.00820055971304888
596	138582	1.699617455761e-18	2.06188241836918e-12
596	138972	1.699617455761e-18	2.06188241836918e-12
596	138983	1.699617455761e-18	2.06188241836918e-12
596	1394	1.77884388170669e-10	0.000215799556087306
596	139501	1.699617455761e-18	2.06188241836918e-12
596	139541	1.699617455761e-18	2.06188241836918e-12
596	139558	1.699617455761e-18	2.06188241836918e-12
596	139804	2.34557949173901e-15	2.84552803250573e-09
596	139913	1.699617455761e-18	2.06188241836918e-12
596	139924	5.11825882964328e-13	6.20919010788759e-07
596	139987	1.699617455761e-18	2.06188241836918e-12
596	141341	1.699617455761e-18	2.06188241836918e-12
596	141358	1.699617455761e-18	2.06188241836918e-12
596	141391	1.699617455761e-18	2.06188241836918e-12
596	142415	1.699617455761e-18	2.06188241836918e-12
596	142602	1.699617455761e-18	2.06188241836918e-12
596	142680	2.07509385947277e-16	2.5173897401501e-10
596	142858	1.699617455761e-18	2.06188241836918e-12
596	143411	6.53325936908119e-15	7.92579093730401e-09
596	144167	1.699617455761e-18	2.06188241836918e-12
596	144351	1.699617455761e-18	2.06188241836918e-12
596	144830	1.699617455761e-18	2.06188241836918e-12
596	144951	1.699617455761e-18	2.06188241836918e-12
596	145001	1.699617455761e-18	2.06188241836918e-12
596	145083	1.699617455761e-18	2.06188241836918e-12
596	145331	3.1325859172826e-14	3.8002809426218e-08
596	145564	1.699617455761e-18	2.06188241836918e-12
596	145769	1.699617455761e-18	2.06188241836918e-12
596	145846	1.699617455761e-18	2.06188241836918e-12
596	1463	1.699617455761e-18	2.06188241836918e-12
596	146492	1.699617455761e-18	2.06188241836918e-12
596	14673	1.8403142256524e-08	0.0223256800127908
596	147985	5.48607682005179e-17	6.65540666386172e-11
596	148030	5.48607682005179e-17	6.65540666386172e-11
596	148269	5.4766388154352e-10	0.000664395699575114
596	148334	1.699617455761e-18	2.06188241836918e-12
596	148691	1.699617455761e-18	2.06188241836918e-12
596	148862	1.699617455761e-18	2.06188241836918e-12
596	149101	1.699617455761e-18	2.06188241836918e-12
596	149451	1.96376930924567e-16	2.38233691866483e-10
596	15030	6.09501428253352e-20	7.39413610178412e-14
596	150300	1.699617455761e-18	2.06188241836918e-12
596	150741	1.699617455761e-18	2.06188241836918e-12
596	150879	3.64259756114388e-08	0.0441899901831389
596	150900	1.699617455761e-18	2.06188241836918e-12
596	150930	1.699617455761e-18	2.06188241836918e-12
596	151023	3.64259756114388e-08	0.0441899901831389
596	151175	1.699617455761e-18	2.06188241836918e-12
596	15150	1.64823609769797e-08	0.0199954938074181
596	151696	1.699617455761e-18	2.06188241836918e-12
596	151809	1.699617455761e-18	2.06188241836918e-12
596	151957	1.699617455761e-18	2.06188241836918e-12
596	151978	1.699617455761e-18	2.06188241836918e-12
596	152022	1.699617455761e-18	2.06188241836918e-12
596	15246	2.26766413275686e-08	0.0275100540433332
596	153691	1.699617455761e-18	2.06188241836918e-12
596	153978	1.699617455761e-18	2.06188241836918e-12
596	154337	3.24248685242528e-09	0.00393360671258547
596	154954	1.699617455761e-18	2.06188241836918e-12
596	155096	1.699617455761e-18	2.06188241836918e-12
596	155376	3.98050167838348e-14	4.82892570862253e-08
596	155898	1.699617455761e-18	2.06188241836918e-12
596	155914	1.699617455761e-18	2.06188241836918e-12
596	156355	1.699617455761e-18	2.06188241836918e-12
596	157111	1.699617455761e-18	2.06188241836918e-12
596	157722	1.699617455761e-18	2.06188241836918e-12
596	157766	1.699617455761e-18	2.06188241836918e-12
596	158178	1.699617455761e-18	2.06188241836918e-12
596	158309	1.699617455761e-18	2.06188241836918e-12
596	158670	1.699617455761e-18	2.06188241836918e-12
596	158913	4.86790772680112e-12	5.90547791923015e-06
596	160209	1.94821122589845e-15	2.36346270764257e-09
596	163379	1.35225974219743e-08	0.016404871449481
596	16520	3.17353101418818e-10	0.000384995328220732
596	167520	4.66401174018714e-15	5.65812252254933e-09
596	16777	1.699617455761e-18	2.06188241836918e-12
596	16781	2.26766413275686e-08	0.0275100540433332
596	168036	4.66401174018714e-15	5.65812252254933e-09
596	16851	2.26766413275686e-08	0.0275100540433332
596	169502	4.66401174018714e-15	5.65812252254933e-09
596	169850	1.699617455761e-18	2.06188241836918e-12
596	17006	1.699617455761e-18	2.06188241836918e-12
596	171386	1.699617455761e-18	2.06188241836918e-12
596	171543	1.699617455761e-18	2.06188241836918e-12
596	171616	1.75747025223727e-15	2.13206624915038e-09
596	171825	2.11168957364607e-16	2.56178564782087e-10
596	172795	1.699617455761e-18	2.06188241836918e-12
596	17350	1.699617455761e-18	2.06188241836918e-12
596	174184	1.58394188525059e-09	0.00192155117838233
596	174547	1.46823722811306e-08	0.0178118465209922
596	174559	1.699617455761e-18	2.06188241836918e-12
596	175097	1.699617455761e-18	2.06188241836918e-12
596	175655	1.699617455761e-18	2.06188241836918e-12
596	176150	1.699617455761e-18	2.06188241836918e-12
596	176609	1.699617455761e-18	2.06188241836918e-12
596	176645	1.699617455761e-18	2.06188241836918e-12
596	176735	3.91552561821212e-08	0.0475010032610595
596	176741	1.699617455761e-18	2.06188241836918e-12
596	176956	1.699617455761e-18	2.06188241836918e-12
596	177478	9.27124335136395e-17	1.12473625154904e-10
596	177607	1.81825348626015e-15	2.20580512558906e-09
596	178098	9.27124335136395e-17	1.12473625154904e-10
596	180046	1.699617455761e-18	2.06188241836918e-12
596	180229	1.699617455761e-18	2.06188241836918e-12
596	180507	1.699617455761e-18	2.06188241836918e-12
596	181205	1.699617455761e-18	2.06188241836918e-12
596	181216	1.699617455761e-18	2.06188241836918e-12
596	181235	1.699617455761e-18	2.06188241836918e-12
596	181368	1.699617455761e-18	2.06188241836918e-12
596	181583	1.699617455761e-18	2.06188241836918e-12
596	18176	7.38328033884091e-13	8.95698962666315e-07
596	183807	1.699617455761e-18	2.06188241836918e-12
596	183847	4.09483627592609e-17	4.96763015395835e-11
596	184275	1.699617455761e-18	2.06188241836918e-12
596	184389	1.18639976637327e-16	1.43927494457691e-10
596	184450	1.699617455761e-18	2.06188241836918e-12
596	184532	1.699617455761e-18	2.06188241836918e-12
596	184672	2.5122001116472e-16	3.04766300444424e-10
596	184718	1.699617455761e-18	2.06188241836918e-12
596	184912	1.699617455761e-18	2.06188241836918e-12
596	184918	1.699617455761e-18	2.06188241836918e-12
596	185000	1.699617455761e-18	2.06188241836918e-12
596	185013	1.06025946929478e-10	0.000128624847387762
596	185042	3.1649817031556e-08	0.038395817282747
596	185447	1.699617455761e-18	2.06188241836918e-12
596	18559	1.35631743174685e-12	1.64540971073653e-06
596	185641	1.699617455761e-18	2.06188241836918e-12
596	186047	1.699617455761e-18	2.06188241836918e-12
596	186224	1.16797830238308e-14	1.41692703764453e-08
596	186230	1.699617455761e-18	2.06188241836918e-12
596	186537	1.699617455761e-18	2.06188241836918e-12
596	186780	3.68791263854008e-12	4.4739727778817e-06
596	186869	8.42635337956553e-10	0.0010222388470653
596	187275	1.699617455761e-18	2.06188241836918e-12
596	187539	1.699617455761e-18	2.06188241836918e-12
596	187586	1.661319218059e-15	2.01542110279218e-09
596	188200	1.699617455761e-18	2.06188241836918e-12
596	188409	1.699617455761e-18	2.06188241836918e-12
596	190118	1.699617455761e-18	2.06188241836918e-12
596	190222	1.699617455761e-18	2.06188241836918e-12
596	190643	1.699617455761e-18	2.06188241836918e-12
596	190656	1.699617455761e-18	2.06188241836918e-12
596	191293	1.699617455761e-18	2.06188241836918e-12
596	19135	1.699617455761e-18	2.06188241836918e-12
596	191492	3.23667066633863e-10	0.000392655083551537
596	192076	1.699617455761e-18	2.06188241836918e-12
596	192326	1.699617455761e-18	2.06188241836918e-12
596	192478	1.699617455761e-18	2.06188241836918e-12
596	192667	1.699617455761e-18	2.06188241836918e-12
596	192800	1.699617455761e-18	2.06188241836918e-12
596	194251	1.06025946929478e-10	0.000128624847387762
596	194568	1.06025946929478e-10	0.000128624847387762
596	195031	5.62009289119563e-10	0.000681798759048952
596	195460	1.20068633082219e-10	0.000145660661880528
596	195624	1.699617455761e-18	2.06188241836918e-12
596	19565	7.57145915573343e-12	9.18527781748223e-06
596	195735	1.699617455761e-18	2.06188241836918e-12
596	195754	4.79028891443741e-15	5.81131504510517e-09
596	196614	1.699617455761e-18	2.06188241836918e-12
596	19670	1.699617455761e-18	2.06188241836918e-12
596	196956	1.699617455761e-18	2.06188241836918e-12
596	197080	1.699617455761e-18	2.06188241836918e-12
596	198113	1.699617455761e-18	2.06188241836918e-12
596	199292	1.699617455761e-18	2.06188241836918e-12
596	199637	9.72419684944992e-09	0.0117968607869259
596	200020	1.699617455761e-18	2.06188241836918e-12
596	201224	9.72419684944992e-09	0.0117968607869259
596	201259	1.699617455761e-18	2.06188241836918e-12
596	201891	9.72419684944992e-09	0.0117968607869259
596	202010	1.699617455761e-18	2.06188241836918e-12
596	202123	1.699617455761e-18	2.06188241836918e-12
596	202683	1.699617455761e-18	2.06188241836918e-12
596	203328	4.45147009399012e-16	5.40027868717364e-10
596	203350	2.45875558849713e-08	0.0298282704840735
596	203560	1.699617455761e-18	2.06188241836918e-12
596	203648	1.699617455761e-18	2.06188241836918e-12
596	204026	1.699617455761e-18	2.06188241836918e-12
596	204276	9.72419684944992e-09	0.0117968607869259
596	204558	1.699617455761e-18	2.06188241836918e-12
596	205222	1.699617455761e-18	2.06188241836918e-12
596	20544	1.62997084192513e-12	1.97739097702726e-06
596	205442	1.699617455761e-18	2.06188241836918e-12
596	205451	9.72419684944992e-09	0.0117968607869259
596	205864	1.699617455761e-18	2.06188241836918e-12
596	205948	9.72419684944992e-09	0.0117968607869259
596	205949	1.699617455761e-18	2.06188241836918e-12
596	206060	1.699617455761e-18	2.06188241836918e-12
596	206151	1.699617455761e-18	2.06188241836918e-12
596	206153	1.699617455761e-18	2.06188241836918e-12
596	207885	1.699617455761e-18	2.06188241836918e-12
596	208048	1.699617455761e-18	2.06188241836918e-12
596	208056	1.699617455761e-18	2.06188241836918e-12
596	208088	2.12814962166871e-08	0.0258175407277929
596	208104	1.699617455761e-18	2.06188241836918e-12
596	208149	2.49644738664744e-13	3.02855266487441e-07
596	208225	1.51776599408802e-15	1.84127022689791e-09
596	210433	1.699617455761e-18	2.06188241836918e-12
596	210501	1.699617455761e-18	2.06188241836918e-12
596	210694	1.699617455761e-18	2.06188241836918e-12
596	210856	1.699617455761e-18	2.06188241836918e-12
596	210942	1.699617455761e-18	2.06188241836918e-12
596	211064	1.699617455761e-18	2.06188241836918e-12
596	211120	1.699617455761e-18	2.06188241836918e-12
596	211533	1.699617455761e-18	2.06188241836918e-12
596	211541	1.699617455761e-18	2.06188241836918e-12
596	211652	1.699617455761e-18	2.06188241836918e-12
596	211730	1.699617455761e-18	2.06188241836918e-12
596	211853	1.699617455761e-18	2.06188241836918e-12
596	212119	1.699617455761e-18	2.06188241836918e-12
596	212497	1.699617455761e-18	2.06188241836918e-12
596	212591	1.699617455761e-18	2.06188241836918e-12
596	212597	5.41790553919722e-09	0.00657270501534941
596	212944	6.28097497421314e-16	7.6197333850918e-10
596	213155	1.699617455761e-18	2.06188241836918e-12
596	213227	1.699617455761e-18	2.06188241836918e-12
596	213492	1.699617455761e-18	2.06188241836918e-12
596	213601	1.699617455761e-18	2.06188241836918e-12
596	213766	1.699617455761e-18	2.06188241836918e-12
596	213844	1.699617455761e-18	2.06188241836918e-12
596	213991	1.699617455761e-18	2.06188241836918e-12
596	214130	1.699617455761e-18	2.06188241836918e-12
596	214251	1.699617455761e-18	2.06188241836918e-12
596	214864	1.699617455761e-18	2.06188241836918e-12
596	214889	1.699617455761e-18	2.06188241836918e-12
596	215132	1.699617455761e-18	2.06188241836918e-12
596	215165	1.699617455761e-18	2.06188241836918e-12
596	216530	1.699617455761e-18	2.06188241836918e-12
596	216587	1.699617455761e-18	2.06188241836918e-12
596	216588	1.699617455761e-18	2.06188241836918e-12
596	216605	5.08627289844833e-16	6.1703865353881e-10
596	216628	1.699617455761e-18	2.06188241836918e-12
596	216882	5.41790553919722e-09	0.00657270501534941
596	217641	1.699617455761e-18	2.06188241836918e-12
596	217767	1.699617455761e-18	2.06188241836918e-12
596	218764	2.86572879436777e-15	3.47654455824329e-09
596	218836	1.699617455761e-18	2.06188241836918e-12
596	218886	1.699617455761e-18	2.06188241836918e-12
596	218900	1.699617455761e-18	2.06188241836918e-12
596	218904	1.699617455761e-18	2.06188241836918e-12
596	218934	1.699617455761e-18	2.06188241836918e-12
596	219712	1.699617455761e-18	2.06188241836918e-12
596	219719	1.699617455761e-18	2.06188241836918e-12
596	21973	5.92096974000921e-12	7.18299483524348e-06
596	219947	1.699617455761e-18	2.06188241836918e-12
596	220142	1.699617455761e-18	2.06188241836918e-12
596	220150	1.699617455761e-18	2.06188241836918e-12
596	220156	1.699617455761e-18	2.06188241836918e-12
596	220928	1.699617455761e-18	2.06188241836918e-12
596	221096	1.699617455761e-18	2.06188241836918e-12
596	221105	1.699617455761e-18	2.06188241836918e-12
596	222174	1.699617455761e-18	2.06188241836918e-12
596	222615	1.699617455761e-18	2.06188241836918e-12
596	222762	1.699617455761e-18	2.06188241836918e-12
596	222779	1.699617455761e-18	2.06188241836918e-12
596	222871	1.699617455761e-18	2.06188241836918e-12
596	223212	1.699617455761e-18	2.06188241836918e-12
596	223273	9.49147863862647e-14	1.15145398530565e-07
596	223276	1.699617455761e-18	2.06188241836918e-12
596	2233	1.699617455761e-18	2.06188241836918e-12
596	223370	5.88102880988552e-17	7.13454069556857e-11
596	223690	1.699617455761e-18	2.06188241836918e-12
596	225520	1.699617455761e-18	2.06188241836918e-12
596	226343	1.699617455761e-18	2.06188241836918e-12
596	227699	1.699617455761e-18	2.06188241836918e-12
596	227785	1.699617455761e-18	2.06188241836918e-12
596	227858	1.699617455761e-18	2.06188241836918e-12
596	228041	1.699617455761e-18	2.06188241836918e-12
596	228170	1.699617455761e-18	2.06188241836918e-12
596	228416	1.699617455761e-18	2.06188241836918e-12
596	228665	1.699617455761e-18	2.06188241836918e-12
596	228750	1.699617455761e-18	2.06188241836918e-12
596	229092	1.699617455761e-18	2.06188241836918e-12
596	229163	6.73938267537276e-16	8.17584839571508e-10
596	229490	1.699617455761e-18	2.06188241836918e-12
596	229935	1.699617455761e-18	2.06188241836918e-12
596	230070	1.699617455761e-18	2.06188241836918e-12
596	230096	1.699617455761e-18	2.06188241836918e-12
596	230097	1.699617455761e-18	2.06188241836918e-12
596	230112	1.699617455761e-18	2.06188241836918e-12
596	230235	1.699617455761e-18	2.06188241836918e-12
596	230352	1.699617455761e-18	2.06188241836918e-12
596	230507	1.699617455761e-18	2.06188241836918e-12
596	230589	1.699617455761e-18	2.06188241836918e-12
596	230617	1.699617455761e-18	2.06188241836918e-12
596	230642	1.699617455761e-18	2.06188241836918e-12
596	230679	1.699617455761e-18	2.06188241836918e-12
596	230700	4.89051991915144e-16	5.93290978731898e-10
596	230793	1.699617455761e-18	2.06188241836918e-12
596	231040	1.699617455761e-18	2.06188241836918e-12
596	231056	9.74871608068282e-16	1.18266061697e-09
596	231095	1.699617455761e-18	2.06188241836918e-12
596	231157	1.699617455761e-18	2.06188241836918e-12
596	231457	1.699617455761e-18	2.06188241836918e-12
596	231580	1.699617455761e-18	2.06188241836918e-12
596	231729	1.44849691093165e-09	0.00175723678501218
596	231742	1.699617455761e-18	2.06188241836918e-12
596	232042	1.699617455761e-18	2.06188241836918e-12
596	232305	1.699617455761e-18	2.06188241836918e-12
596	232437	1.699617455761e-18	2.06188241836918e-12
596	232480	1.699617455761e-18	2.06188241836918e-12
596	233360	1.699617455761e-18	2.06188241836918e-12
596	234300	1.699617455761e-18	2.06188241836918e-12
596	234550	1.699617455761e-18	2.06188241836918e-12
596	235361	1.699617455761e-18	2.06188241836918e-12
596	236316	1.699617455761e-18	2.06188241836918e-12
596	236571	1.699617455761e-18	2.06188241836918e-12
596	236644	1.699617455761e-18	2.06188241836918e-12
596	236741	1.699617455761e-18	2.06188241836918e-12
596	236748	1.699617455761e-18	2.06188241836918e-12
596	236789	1.699617455761e-18	2.06188241836918e-12
596	236931	1.76428654995711e-12	2.14033540664772e-06
596	237292	1.699617455761e-18	2.06188241836918e-12
596	237341	1.699617455761e-18	2.06188241836918e-12
596	237348	1.699617455761e-18	2.06188241836918e-12
596	237829	1.699617455761e-18	2.06188241836918e-12
596	237891	1.699617455761e-18	2.06188241836918e-12
596	238194	1.699617455761e-18	2.06188241836918e-12
596	238359	1.699617455761e-18	2.06188241836918e-12
596	238567	1.699617455761e-18	2.06188241836918e-12
596	238723	4.15481512616886e-15	5.04039319623612e-09
596	239145	1.699617455761e-18	2.06188241836918e-12
596	239151	1.699617455761e-18	2.06188241836918e-12
596	239177	1.699617455761e-18	2.06188241836918e-12
596	239223	1.699617455761e-18	2.06188241836918e-12
596	239490	1.05899024736312e-08	0.0128470872363733
596	240356	4.55389768139256e-17	5.52453820269298e-11
596	240453	4.55389768139256e-17	5.52453820269298e-11
596	240949	4.55389768139256e-17	5.52453820269298e-11
596	244578	1.699617455761e-18	2.06188241836918e-12
596	244824	1.699617455761e-18	2.06188241836918e-12
596	244854	1.699617455761e-18	2.06188241836918e-12
596	245426	1.699617455761e-18	2.06188241836918e-12
596	245860	1.699617455761e-18	2.06188241836918e-12
596	246288	1.699617455761e-18	2.06188241836918e-12
596	246373	1.1261611578795e-10	0.000136619677787572
596	246628	1.699617455761e-18	2.06188241836918e-12
596	246724	1.699617455761e-18	2.06188241836918e-12
596	246757	1.699617455761e-18	2.06188241836918e-12
596	247854	1.699617455761e-18	2.06188241836918e-12
596	247924	1.699617455761e-18	2.06188241836918e-12
596	247968	1.699617455761e-18	2.06188241836918e-12
596	248125	1.699617455761e-18	2.06188241836918e-12
596	248176	1.699617455761e-18	2.06188241836918e-12
596	248180	1.699617455761e-18	2.06188241836918e-12
596	248221	1.699617455761e-18	2.06188241836918e-12
596	248267	2.86833744097248e-10	0.000347970922482856
596	248360	1.699617455761e-18	2.06188241836918e-12
596	248539	1.699617455761e-18	2.06188241836918e-12
596	248694	3.58257487417102e-20	4.3461827957262e-14
596	248701	3.58257487417102e-20	4.3461827957262e-14
596	248781	8.54702671391854e-19	1.03687827228567e-12
596	248943	4.54800684380934e-17	5.51739176253308e-11
596	249180	3.58257487417102e-20	4.3461827957262e-14
596	249260	3.58257487417102e-20	4.3461827957262e-14
596	249438	3.58257487417102e-20	4.3461827957262e-14
596	249888	3.58257487417102e-20	4.3461827957262e-14
596	249977	3.58257487417102e-20	4.3461827957262e-14
596	25016	2.82805967814018e-12	3.43084645823736e-06
596	250221	5.02468182262851e-17	6.09566762971266e-11
596	250638	3.58257487417102e-20	4.3461827957262e-14
596	251155	3.58257487417102e-20	4.3461827957262e-14
596	251263	3.58257487417102e-20	4.3461827957262e-14
596	251349	5.62883448499541e-09	0.00682859241129975
596	251433	3.58257487417102e-20	4.3461827957262e-14
596	251484	3.58257487417102e-20	4.3461827957262e-14
596	251758	3.58257487417102e-20	4.3461827957262e-14
596	253270	3.58257487417102e-20	4.3461827957262e-14
596	253538	1.85038013079024e-18	2.24477940376753e-12
596	25363	1.699617455761e-18	2.06188241836918e-12
596	253732	3.58257487417102e-20	4.3461827957262e-14
596	254502	3.58257487417102e-20	4.3461827957262e-14
596	25813	1.51461988955251e-11	1.83745354591117e-05
596	258982	3.58257487417102e-20	4.3461827957262e-14
596	259738	3.58257487417102e-20	4.3461827957262e-14
596	26004	1.29538701547989e-11	1.57149228089435e-05
596	260142	3.10937860261001e-17	3.77212710486332e-11
596	260880	3.58257487417102e-20	4.3461827957262e-14
596	262853	4.05428521011587e-11	4.91843583122602e-05
596	265225	3.58257487417102e-20	4.3461827957262e-14
596	266374	5.63952386572455e-18	6.84156018008441e-12
596	266903	3.58257487417102e-20	4.3461827957262e-14
596	267459	3.58257487417102e-20	4.3461827957262e-14
596	267490	3.58257487417102e-20	4.3461827957262e-14
596	267840	4.62903933671694e-16	5.61569592614148e-10
596	267905	3.58257487417102e-20	4.3461827957262e-14
596	268670	3.58257487417102e-20	4.3461827957262e-14
596	268706	3.58257487417102e-20	4.3461827957262e-14
596	268872	3.58257487417102e-20	4.3461827957262e-14
596	269046	3.58257487417102e-20	4.3461827957262e-14
596	269084	2.01097974626169e-14	2.43961002427864e-08
596	269086	2.01097974626169e-14	2.43961002427864e-08
596	269088	4.84007295942628e-22	5.8717103103632e-16
596	269291	3.36066119796128e-13	4.07696932900074e-07
596	269299	2.17146254421497e-11	2.63429892820166e-05
596	27201	1.11264112040479e-10	0.000134979501201347
596	28186	1.699617455761e-18	2.06188241836918e-12
596	28517	1.09978599387123e-12	1.33419987953492e-06
596	28539	8.08487327979315e-10	0.000980812359501467
596	30230	1.699617455761e-18	2.06188241836918e-12
596	30517	2.07922479055896e-08	0.0252240115854265
596	33427	7.42175967994338e-14	9.00367064692492e-08
596	34691	1.699617455761e-18	2.06188241836918e-12
596	35151	1.699617455761e-18	2.06188241836918e-12
596	35746	3.68198587082856e-18	4.46678274926632e-12
596	36340	1.699617455761e-18	2.06188241836918e-12
596	375	1.699617455761e-18	2.06188241836918e-12
596	38735	9.13019106421193e-10	0.00110762456385934
596	38896	5.56779164976707e-10	0.000675453860095667
596	39343	2.34557949173901e-15	2.84552803250573e-09
596	39770	2.34557949173901e-15	2.84552803250573e-09
596	40378	2.01355480357896e-11	2.4427339421878e-05
596	40696	1.699617455761e-18	2.06188241836918e-12
596	43213	3.17031794546123e-12	3.84605536394656e-06
596	44005	6.98643802823059e-18	8.4755623617578e-12
596	44138	3.8112538425948e-09	0.00462360354287467
596	449	1.699617455761e-18	2.06188241836918e-12
596	45335	6.98643802823059e-18	8.4755623617578e-12
596	46362	6.98643802823059e-18	8.4755623617578e-12
596	46481	6.98643802823059e-18	8.4755623617578e-12
596	46645	1.35482261481104e-11	1.64359628104494e-05
596	46942	6.98643802823059e-18	8.4755623617578e-12
596	47146	1.35482261481104e-11	1.64359628104494e-05
596	47377	6.98643802823059e-18	8.4755623617578e-12
596	47844	6.98643802823059e-18	8.4755623617578e-12
596	47907	6.98643802823059e-18	8.4755623617578e-12
596	48230	6.98643802823059e-18	8.4755623617578e-12
596	48472	2.99247223397242e-15	3.63030272828247e-09
596	49005	6.98643802823059e-18	8.4755623617578e-12
596	49011	6.98643802823059e-18	8.4755623617578e-12
596	49012	6.98643802823059e-18	8.4755623617578e-12
596	49049	6.98643802823059e-18	8.4755623617578e-12
596	49055	6.98643802823059e-18	8.4755623617578e-12
596	49092	6.98643802823059e-18	8.4755623617578e-12
596	4920	1.699617455761e-18	2.06188241836918e-12
596	50514	4.80593719669605e-13	5.83029868048583e-07
596	51264	1.03402582613887e-13	1.25442326085124e-07
596	52531	1.7907637070414e-11	2.17245603737874e-05
596	54526	1.699617455761e-18	2.06188241836918e-12
596	54607	1.699617455761e-18	2.06188241836918e-12
596	54820	1.699617455761e-18	2.06188241836918e-12
596	54978	1.699617455761e-18	2.06188241836918e-12
596	56263	5.47398914959736e-11	6.64074256688829e-05
596	56278	1.55464134957258e-09	0.00188600538002722
596	56853	1.699617455761e-18	2.06188241836918e-12
596	56983	1.699617455761e-18	2.06188241836918e-12
596	57068	1.699617455761e-18	2.06188241836918e-12
596	57902	1.699617455761e-18	2.06188241836918e-12
596	58039	1.699617455761e-18	2.06188241836918e-12
596	58058	1.699617455761e-18	2.06188241836918e-12
596	58266	1.699617455761e-18	2.06188241836918e-12
596	59128	1.699617455761e-18	2.06188241836918e-12
596	59485	1.699617455761e-18	2.06188241836918e-12
596	59486	1.699617455761e-18	2.06188241836918e-12
596	59540	1.699617455761e-18	2.06188241836918e-12
596	59624	1.699617455761e-18	2.06188241836918e-12
596	59987	1.699617455761e-18	2.06188241836918e-12
596	60211	1.699617455761e-18	2.06188241836918e-12
596	60260	1.699617455761e-18	2.06188241836918e-12
596	60436	1.699617455761e-18	2.06188241836918e-12
596	60578	1.699617455761e-18	2.06188241836918e-12
596	60790	1.699617455761e-18	2.06188241836918e-12
596	60952	1.699617455761e-18	2.06188241836918e-12
596	61197	1.699617455761e-18	2.06188241836918e-12
596	61264	1.699617455761e-18	2.06188241836918e-12
596	62197	1.699617455761e-18	2.06188241836918e-12
596	62581	9.33546877433841e-15	1.13252772662448e-08
596	63079	1.699617455761e-18	2.06188241836918e-12
596	63611	8.43975543082293e-09	0.0102386471021257
596	63727	1.283065891582e-11	1.55654497104325e-05
596	63956	1.699617455761e-18	2.06188241836918e-12
596	64019	1.699617455761e-18	2.06188241836918e-12
596	64236	1.699617455761e-18	2.06188241836918e-12
596	64237	1.699617455761e-18	2.06188241836918e-12
596	64419	1.70039559268581e-16	2.06282641128883e-10
596	64440	1.699617455761e-18	2.06188241836918e-12
596	64648	1.699617455761e-18	2.06188241836918e-12
596	65019	1.699617455761e-18	2.06188241836918e-12
596	65367	2.33668115224206e-10	0.00028347330564367
596	65640	1.699617455761e-18	2.06188241836918e-12
596	67133	5.42052362683113e-12	6.57588113527205e-06
596	67454	1.699617455761e-18	2.06188241836918e-12
596	67717	1.699617455761e-18	2.06188241836918e-12
596	68310	7.54465927254823e-15	9.15276567319553e-09
596	68329	1.699617455761e-18	2.06188241836918e-12
596	68832	1.699617455761e-18	2.06188241836918e-12
596	69175	1.699617455761e-18	2.06188241836918e-12
596	69278	1.699617455761e-18	2.06188241836918e-12
596	69497	1.699617455761e-18	2.06188241836918e-12
596	69518	1.699617455761e-18	2.06188241836918e-12
596	69695	1.699617455761e-18	2.06188241836918e-12
596	69697	1.699617455761e-18	2.06188241836918e-12
596	69969	1.699617455761e-18	2.06188241836918e-12
596	70018	1.699617455761e-18	2.06188241836918e-12
596	70270	2.85118134274854e-13	3.45889639004867e-07
596	70335	1.699617455761e-18	2.06188241836918e-12
596	70965	5.40212831878527e-16	6.55356495929276e-10
596	71020	1.699617455761e-18	2.06188241836918e-12
596	71100	1.699617455761e-18	2.06188241836918e-12
596	71210	1.699617455761e-18	2.06188241836918e-12
596	71428	1.699617455761e-18	2.06188241836918e-12
596	71437	1.699617455761e-18	2.06188241836918e-12
596	72486	1.699617455761e-18	2.06188241836918e-12
596	72553	1.699617455761e-18	2.06188241836918e-12
596	72851	1.699617455761e-18	2.06188241836918e-12
596	72970	4.89051991915144e-16	5.93290978731898e-10
596	73691	1.699617455761e-18	2.06188241836918e-12
596	73755	1.699617455761e-18	2.06188241836918e-12
596	73906	1.699617455761e-18	2.06188241836918e-12
596	74028	4.89051991915144e-16	5.93290978731898e-10
596	74988	2.52463167821734e-15	3.06274429727098e-09
596	75074	1.699617455761e-18	2.06188241836918e-12
596	75637	4.10957885496864e-09	0.00498551504001094
